ORIGIN,DEST,UNIQUE_CARRIER,DAY_OF_WEEK,DEP_HOUR,ARR_DELAY
ORD,PHX,AA,2,8,0.0
SFO,LAS,WN,3,9,0.0
DFW,LAS,AA,6,13,0.0
LAS,ATL,DL,7,9,0.0
DEN,IAH,UA,2,20,0.0
PHX,SFO,AA,2,10,0.0
ATL,PHX,DL,6,8,0.0
ORD,IAH,UA,5,19,0.0
LAX,LAS,AA,4,20,2.0
ORD,ATL,DL,5,19,0.0
ORD,SFO,UA,4,11,0.0
DEN,PHX,WN,2,12,0.0
DFW,ATL,DL,7,8,0.0
ORD,IAH,UA,7,5,0.0
BOS,ORD,AA,4,11,0.0
ORD,LAX,F9,1,20,0.0
LAX,IAH,UA,2,6,0.0
LAS,DFW,AA,1,17,0.0
ORD,IAH,UA,3,18,0.0
SFO,DEN,UA,6,15,0.0
ATL,LAS,DL,2,20,0.0
LAX,SFO,WN,4,15,0.0
PHX,SFO,WN,4,13,0.0
IAH,ORD,UA,2,7,0.0
LAS,IAH,UA,2,11,0.0
ATL,LAS,WN,2,8,0.0
SFO,DEN,UA,4,19,0.0
PHX,DEN,WN,4,9,0.0
LAS,DEN,WN,5,6,0.0
LAX,BOS,UA,7,22,0.0
LAS,ATL,DL,6,15,1.0
ORD,DFW,AA,2,10,0.0
DFW,LAX,AA,1,8,4.0
SFO,IAH,UA,1,0,0.0
PHX,ATL,DL,2,13,0.0
SFO,LAX,AA,3,7,0.0
LAS,SFO,OO,2,10,0.0
SFO,LAX,UA,7,19,0.0
IAH,DEN,UA,7,9,0.0
DEN,SFO,F9,5,10,0.0
IAH,ATL,DL,7,15,0.0
LAS,ATL,DL,5,23,4.0
IAH,LAS,UA,5,17,0.0
ATL,PHX,DL,5,16,0.0
IAH,ORD,UA,1,14,0.0
DFW,DEN,AA,1,7,0.0
DEN,IAH,UA,3,17,0.0
LAS,BOS,B6,5,9,0.0
DEN,LAX,UA,3,17,0.0
ATL,DEN,WN,1,6,0.0
DFW,BOS,AA,6,8,0.0
DEN,ORD,UA,1,6,1.0
PHX,DEN,UA,5,17,0.0
LAX,PHX,OO,2,8,0.0
DFW,DEN,UA,2,17,0.0
ORD,SFO,AA,2,14,0.0
DFW,PHX,AA,2,22,0.0
DFW,LAX,AA,3,12,0.0
ATL,LAX,DL,5,17,0.0
DEN,SFO,WN,7,13,0.0
IAH,ATL,OO,2,15,0.0
SFO,LAX,AA,5,6,2.0
LAS,DEN,WN,2,11,0.0
DEN,PHX,WN,7,14,0.0
ORD,LAS,AA,7,20,4.0
IAH,LAX,UA,4,21,0.0
SFO,BOS,UA,4,22,0.0
ATL,LAS,DL,4,11,0.0
ORD,BOS,AA,3,7,0.0
IAH,SFO,UA,3,9,0.0
DFW,LAX,AA,6,16,0.0
ATL,IAH,DL,4,9,0.0
LAX,PHX,OO,1,16,0.0
DFW,PHX,AA,3,7,0.0
LAX,DFW,OO,4,18,0.0
BOS,LAX,B6,7,6,0.0
ATL,PHX,DL,4,18,0.0
DFW,DEN,OO,5,19,0.0
PHX,DEN,UA,7,6,0.0
IAH,PHX,AA,6,18,0.0
LAX,SFO,AA,6,20,0.0
ATL,BOS,DL,4,8,0.0
LAS,ATL,DL,3,6,0.0
SFO,LAS,UA,4,17,2.0
ORD,ATL,DL,1,10,1.0
IAH,LAX,UA,6,17,0.0
DFW,DEN,AA,6,16,0.0
LAS,LAX,OO,3,10,4.0
LAX,IAH,UA,3,14,0.0
LAS,PHX,US,7,16,0.0
IAH,ORD,UA,5,5,0.0
DFW,DEN,UA,3,17,0.0
LAX,ATL,DL,1,16,0.0
LAX,LAS,WN,3,21,0.0
DFW,PHX,AA,1,16,0.0
DFW,ORD,AA,6,11,0.0
ATL,DEN,DL,6,19,0.0
LAX,ATL,WN,4,10,0.0
SFO,BOS,UA,3,22,0.0
DEN,SFO,UA,1,13,0.0
ORD,DEN,AA,3,17,0.0
LAS,ATL,WN,1,7,0.0
DEN,DFW,AA,4,17,0.0
DEN,IAH,F9,5,8,0.0
BOS,SFO,B6,7,16,0.0
LAS,ORD,UA,7,9,0.0
LAX,SFO,AA,5,16,0.0
ORD,ATL,DL,1,10,0.0
SFO,IAH,UA,4,8,0.0
DEN,PHX,WN,7,15,0.0
BOS,DFW,AA,3,5,0.0
ORD,LAX,UA,5,9,0.0
DFW,ATL,DL,7,12,0.0
LAX,ATL,AA,4,16,0.0
PHX,LAX,US,7,17,2.0
PHX,IAH,F9,6,19,0.0
ATL,PHX,DL,5,21,0.0
DEN,SFO,WN,3,8,4.0
ORD,DFW,AA,5,15,0.0
PHX,LAX,OO,3,16,0.0
ORD,LAS,AA,2,10,0.0
DFW,ORD,AA,7,8,0.0
DFW,PHX,US,5,8,4.0
LAS,PHX,AA,7,10,0.0
DEN,SFO,UA,5,22,0.0
DEN,LAX,UA,4,21,0.0
PHX,DEN,UA,5,11,0.0
LAX,DEN,F9,1,6,0.0
BOS,DFW,AA,1,17,0.0
SFO,DFW,AA,5,15,0.0
DEN,DFW,AA,7,12,0.0
SFO,ATL,DL,4,22,0.0
ORD,BOS,OO,7,15,0.0
IAH,ORD,UA,6,8,0.0
LAX,SFO,DL,2,20,0.0
LAX,DEN,F9,6,18,0.0
BOS,IAH,UA,2,12,0.0
IAH,DFW,OO,4,18,0.0
DEN,ATL,DL,3,10,0.0
IAH,LAX,UA,6,17,0.0
LAX,PHX,US,2,16,0.0
PHX,ORD,UA,7,15,0.0
DEN,LAX,UA,2,15,0.0
DFW,LAX,AA,6,17,0.0
LAS,ORD,AA,3,12,0.0
IAH,LAX,UA,3,8,0.0
IAH,ORD,UA,1,14,0.0
SFO,LAS,UA,3,10,0.0
LAX,IAH,UA,4,7,0.0
SFO,LAS,UA,5,8,0.0
LAS,ATL,DL,3,16,0.0
PHX,LAS,US,7,10,0.0
LAX,IAH,UA,5,11,0.0
LAX,SFO,AA,6,17,0.0
IAH,SFO,UA,7,11,0.0
ATL,LAX,DL,1,20,0.0
SFO,DEN,F9,7,5,0.0
SFO,DEN,UA,3,14,0.0
BOS,ATL,DL,5,6,0.0
ORD,PHX,AA,5,7,0.0
LAS,LAX,AA,7,7,0.0
DEN,LAX,WN,5,20,0.0
PHX,LAX,US,5,7,0.0
PHX,LAS,US,5,7,0.0
LAS,ATL,DL,1,15,0.0
PHX,ORD,AA,5,18,0.0
PHX,DEN,WN,2,7,0.0
PHX,ATL,WN,5,10,0.0
PHX,LAS,WN,2,6,0.0
BOS,ATL,DL,3,6,4.0
DEN,LAX,UA,1,21,0.0
LAX,ORD,AA,6,11,0.0
DEN,ATL,DL,1,8,0.0
DEN,ATL,DL,6,13,0.0
BOS,SFO,UA,2,11,0.0
ATL,SFO,DL,1,10,1.0
IAH,PHX,UA,6,21,0.0
BOS,SFO,B6,3,7,0.0
DEN,LAX,WN,1,13,0.0
ATL,PHX,AA,7,20,0.0
LAX,ORD,UA,5,17,0.0
DEN,SFO,UA,5,9,0.0
ATL,LAX,DL,6,17,0.0
ORD,DFW,AA,6,9,2.0
IAH,LAS,UA,2,7,0.0
SFO,DEN,WN,2,12,0.0
PHX,ORD,AA,4,7,0.0
LAS,PHX,WN,3,19,0.0
SFO,ATL,DL,3,22,0.0
SFO,LAX,OO,6,19,0.0
DEN,LAS,F9,5,14,0.0
SFO,BOS,UA,2,8,0.0
ORD,DFW,AA,1,9,0.0
BOS,DFW,AA,5,16,0.0
LAX,PHX,WN,7,17,0.0
LAX,ORD,AA,6,12,0.0
LAX,ATL,DL,5,7,0.0
LAS,LAX,UA,5,13,1.0
DEN,BOS,B6,1,12,0.0
DEN,ATL,WN,1,19,0.0
PHX,LAS,US,3,16,0.0
LAS,ORD,UA,7,23,0.0
SFO,LAS,OO,3,11,3.0
ATL,BOS,DL,4,16,3.0
ORD,DFW,AA,3,7,0.0
ORD,BOS,AA,2,6,0.0
PHX,SFO,US,4,17,0.0
DFW,LAX,AA,5,8,3.0
DEN,LAX,UA,7,11,0.0
DFW,BOS,AA,3,17,0.0
LAS,LAX,UA,3,13,0.0
PHX,LAX,US,4,18,1.0
ATL,PHX,DL,5,21,0.0
ORD,DEN,UA,6,18,0.0
LAX,DFW,OO,7,19,0.0
IAH,ORD,UA,1,5,0.0
LAS,ATL,DL,3,6,0.0
DEN,SFO,UA,5,11,4.0
PHX,LAS,WN,7,18,0.0
PHX,LAX,DL,7,7,0.0
LAX,IAH,UA,7,7,0.0
LAX,DFW,AA,2,0,0.0
IAH,ATL,EV,1,7,0.0
SFO,ORD,UA,1,16,0.0
LAX,SFO,UA,1,13,0.0
LAS,SFO,WN,6,11,0.0
IAH,DEN,UA,5,10,0.0
LAX,IAH,UA,7,7,0.0
LAX,SFO,UA,7,11,0.0
LAX,BOS,AA,6,21,0.0
DEN,SFO,UA,3,15,0.0
LAX,LAS,WN,5,21,0.0
IAH,DEN,UA,2,13,0.0
ORD,IAH,UA,6,14,0.0
ORD,IAH,UA,3,5,0.0
ATL,LAS,DL,5,11,0.0
LAX,DFW,AA,1,6,0.0
DFW,PHX,AA,1,22,0.0
ATL,LAX,DL,1,8,0.0
IAH,BOS,UA,5,12,0.0
LAX,ATL,DL,4,13,0.0
LAX,SFO,UA,2,15,0.0
DEN,IAH,UA,1,6,0.0
PHX,IAH,US,3,18,0.0
DFW,LAS,AA,2,7,0.0
LAS,ATL,DL,2,6,0.0
DFW,ORD,AA,1,10,0.0
BOS,DFW,AA,7,9,0.0
LAX,PHX,WN,2,8,0.0
DFW,LAS,AA,1,11,0.0
LAX,ORD,AA,5,5,0.0
ATL,IAH,DL,5,21,0.0
ORD,PHX,AA,4,8,0.0
SFO,BOS,UA,7,6,0.0
ATL,SFO,DL,3,11,0.0
DFW,PHX,US,7,6,2.0
DEN,DFW,AA,3,17,0.0
BOS,DEN,WN,7,16,0.0
LAX,IAH,UA,5,0,4.0
DEN,SFO,UA,2,11,0.0
PHX,LAX,OO,3,21,0.0
PHX,DEN,UA,3,8,0.0
ATL,LAX,WN,6,8,0.0
PHX,LAS,WN,1,5,0.0
PHX,ORD,F9,2,6,0.0
ORD,LAX,AA,3,8,2.0
DFW,BOS,AA,3,10,0.0
SFO,ORD,AA,6,10,3.0
BOS,LAX,B6,4,8,0.0
ATL,DFW,DL,1,12,0.0
SFO,PHX,AA,7,17,0.0
DFW,ATL,AA,5,19,1.0
ATL,ORD,DL,3,16,4.0
DFW,ORD,AA,7,9,0.0
DFW,DEN,AA,2,10,3.0
LAS,DFW,AA,7,14,0.0
DFW,DEN,AA,2,13,0.0
SFO,DEN,WN,3,12,0.0
LAS,PHX,US,7,11,0.0
DFW,ORD,AA,2,13,0.0
LAS,LAX,UA,1,6,0.0
LAS,PHX,WN,2,8,1.0
LAS,DFW,AA,3,14,0.0
LAS,LAX,UA,1,6,0.0
PHX,ORD,UA,3,7,0.0
LAX,SFO,WN,4,12,0.0
DEN,PHX,WN,6,7,0.0
BOS,IAH,UA,2,16,0.0
ORD,LAS,AA,7,10,0.0
DEN,LAX,WN,5,16,0.0
DEN,LAX,WN,2,22,2.0
LAS,ORD,AA,6,6,0.0
PHX,ATL,DL,2,12,0.0
DFW,DEN,UA,4,16,0.0
SFO,DFW,AA,7,16,0.0
DFW,ATL,AA,1,7,0.0
ATL,SFO,DL,2,10,0.0
LAS,ORD,AA,7,8,2.0
IAH,ORD,UA,1,19,0.0
LAX,ATL,DL,3,5,0.0
DEN,IAH,F9,3,18,2.0
SFO,ORD,UA,7,12,0.0
PHX,ORD,AA,4,8,0.0
LAX,DEN,UA,5,8,0.0
PHX,SFO,AA,3,8,0.0
DEN,ORD,AA,4,17,0.0
LAX,DFW,AA,5,14,0.0
IAH,ATL,EV,7,14,1.0
BOS,ATL,DL,3,9,1.0
SFO,ORD,UA,1,23,0.0
BOS,SFO,UA,5,17,0.0
ATL,BOS,DL,7,12,0.0
DEN,LAS,WN,4,11,1.0
ORD,DEN,OO,7,17,0.0
LAX,ATL,WN,6,9,0.0
DFW,LAS,AA,2,13,0.0
ATL,SFO,DL,2,13,0.0
SFO,DEN,UA,5,11,0.0
ATL,BOS,DL,2,15,0.0
LAS,LAX,AA,4,13,1.0
DFW,PHX,AA,4,19,0.0
ATL,SFO,DL,2,22,0.0
SFO,ORD,AA,2,11,0.0
SFO,LAX,UA,3,18,2.0
LAX,DFW,AA,1,17,0.0
LAX,ATL,DL,5,14,1.0
DFW,ORD,AA,7,6,0.0
PHX,LAS,AA,6,17,0.0
DEN,DFW,AA,3,13,0.0
LAS,ATL,DL,3,15,0.0
DEN,PHX,US,7,8,1.0
ATL,DFW,AA,5,14,0.0
SFO,LAS,OO,2,9,0.0
PHX,LAS,WN,6,17,0.0
LAS,SFO,WN,4,12,1.0
DEN,LAS,WN,5,11,3.0
SFO,DFW,UA,3,7,0.0
PHX,LAX,OO,7,18,0.0
IAH,LAX,UA,5,17,0.0
LAX,ORD,UA,3,11,0.0
LAX,DEN,UA,5,16,0.0
IAH,BOS,UA,2,19,0.0
PHX,ORD,AA,6,18,0.0
SFO,BOS,UA,4,20,0.0
IAH,SFO,UA,2,21,0.0
ORD,ATL,DL,4,12,0.0
IAH,DFW,AA,5,9,0.0
PHX,IAH,UA,7,15,0.0
DFW,PHX,AA,6,18,0.0
PHX,LAS,AA,3,14,0.0
PHX,LAX,OO,2,12,0.0
DEN,ORD,UA,6,13,0.0
ORD,PHX,AA,2,8,0.0
BOS,ATL,DL,1,7,0.0
ORD,BOS,AA,7,7,0.0
LAS,PHX,US,1,6,0.0
ORD,LAS,UA,4,15,0.0
LAX,DFW,AA,6,7,0.0
ORD,DEN,UA,2,16,3.0
ORD,PHX,US,2,5,1.0
LAS,SFO,UA,4,16,0.0
ORD,BOS,UA,1,20,0.0
LAS,ATL,WN,1,6,0.0
DEN,DFW,AA,1,8,0.0
DEN,LAX,UA,5,17,0.0
IAH,PHX,UA,2,9,0.0
IAH,LAS,UA,6,7,0.0
ATL,PHX,US,6,7,0.0
ORD,SFO,AA,2,17,0.0
ATL,BOS,DL,4,8,0.0
ORD,DEN,UA,3,7,0.0
ATL,DFW,DL,2,9,0.0
BOS,PHX,US,5,10,0.0
SFO,DEN,F9,6,6,0.0
IAH,DFW,UA,1,19,3.0
SFO,LAX,UA,4,13,0.0
PHX,LAS,WN,1,17,2.0
SFO,IAH,UA,3,7,0.0
ORD,SFO,UA,7,15,0.0
LAX,PHX,US,2,7,0.0
SFO,DEN,WN,7,10,0.0
BOS,ATL,DL,4,8,0.0
LAX,SFO,AA,6,20,0.0
LAX,LAS,AA,2,12,0.0
DEN,ORD,UA,5,14,0.0
DFW,LAX,AA,6,13,0.0
BOS,ATL,DL,5,8,0.0
SFO,ATL,DL,2,23,0.0
DFW,PHX,AA,2,17,0.0
ATL,DFW,AA,4,13,0.0
DEN,IAH,UA,5,11,0.0
DEN,DFW,AA,7,13,0.0
ORD,LAS,F9,3,21,0.0
PHX,LAS,US,2,13,0.0
ORD,SFO,UA,6,15,0.0
ORD,DFW,AA,1,11,0.0
PHX,LAX,WN,2,15,0.0
LAX,SFO,AA,7,14,0.0
ORD,DFW,AA,3,5,0.0
ORD,DFW,AA,3,17,0.0
LAS,ORD,F9,6,23,0.0
ATL,LAX,WN,5,8,0.0
LAX,IAH,UA,5,10,0.0
ORD,LAX,UA,7,7,0.0
LAS,LAX,WN,6,7,1.0
ORD,BOS,AA,3,18,0.0
LAX,SFO,DL,7,17,0.0
LAX,BOS,DL,6,9,0.0
ORD,IAH,UA,1,6,0.0
ORD,LAX,UA,6,13,0.0
PHX,DFW,AA,7,13,0.0
ORD,DFW,AA,3,17,0.0
DFW,ATL,AA,1,13,1.0
LAX,SFO,DL,3,21,0.0
ATL,ORD,OO,3,16,3.0
DEN,ATL,DL,5,7,0.0
PHX,LAS,WN,3,7,0.0
LAX,DEN,WN,6,6,0.0
LAX,PHX,UA,4,19,0.0
ORD,BOS,AA,4,21,1.0
PHX,BOS,US,4,12,0.0
SFO,IAH,F9,5,6,1.0
BOS,ATL,DL,2,16,0.0
SFO,LAX,OO,6,19,0.0
LAS,PHX,WN,4,6,0.0
DEN,PHX,F9,5,10,0.0
ATL,DEN,DL,4,13,4.0
LAX,ATL,DL,5,8,0.0
LAX,PHX,OO,7,18,0.0
LAX,ATL,WN,7,6,0.0
IAH,ORD,UA,5,8,0.0
IAH,DFW,UA,6,17,0.0
ORD,SFO,AA,3,13,1.0
ATL,SFO,UA,2,17,2.0
LAX,BOS,DL,2,9,0.0
LAS,DEN,WN,5,18,0.0
LAX,LAS,WN,2,8,0.0
ATL,DEN,DL,2,9,0.0
DFW,DEN,AA,6,9,0.0
PHX,LAS,WN,5,9,0.0
IAH,ORD,UA,1,17,0.0
LAS,PHX,WN,4,9,0.0
SFO,LAS,WN,4,18,1.0
DFW,DEN,F9,5,19,0.0
BOS,ATL,DL,5,8,0.0
DEN,IAH,F9,6,20,0.0
SFO,LAX,WN,4,13,0.0
ORD,SFO,UA,2,13,0.0
BOS,DEN,UA,7,7,0.0
ATL,ORD,OO,5,6,0.0
LAX,ATL,DL,6,6,0.0
ORD,SFO,UA,7,20,0.0
LAS,DEN,UA,2,6,0.0
IAH,PHX,US,3,18,0.0
IAH,DFW,AA,7,18,0.0
SFO,DFW,AA,7,11,3.0
PHX,SFO,US,4,11,0.0
ORD,LAS,AA,5,12,0.0
LAS,PHX,WN,5,13,0.0
LAS,PHX,US,5,6,0.0
ORD,LAX,UA,6,19,0.0
SFO,LAX,DL,3,9,0.0
LAS,DEN,WN,4,21,0.0
LAX,SFO,WN,1,6,0.0
BOS,ATL,DL,1,11,0.0
ATL,DEN,WN,1,9,0.0
LAX,PHX,DL,6,9,0.0
PHX,ORD,AA,2,6,0.0
DFW,BOS,B6,6,7,0.0
ATL,ORD,DL,3,17,0.0
SFO,LAX,UA,3,6,0.0
DEN,ORD,AA,6,14,0.0
ORD,DEN,UA,1,20,0.0
LAS,DEN,WN,2,16,0.0
SFO,LAX,UA,3,8,0.0
DEN,ORD,UA,1,15,0.0
ATL,BOS,DL,5,8,0.0
SFO,BOS,B6,2,12,0.0
ORD,BOS,AA,1,17,0.0
LAX,SFO,DL,7,20,0.0
SFO,LAX,UA,3,21,0.0
LAX,DEN,F9,1,16,0.0
ORD,IAH,UA,3,19,0.0
IAH,ATL,DL,2,13,1.0
IAH,DFW,AA,1,6,0.0
SFO,LAX,UA,5,8,2.0
BOS,DFW,AA,6,6,0.0
LAX,ORD,AA,5,1,0.0
ATL,LAS,DL,2,9,0.0
DFW,PHX,AA,4,16,0.0
LAS,ORD,AA,2,8,0.0
DFW,ORD,AA,6,10,0.0
DFW,ATL,DL,1,17,0.0
ATL,DEN,WN,1,15,0.0
IAH,LAX,UA,6,10,0.0
ORD,PHX,US,2,7,0.0
LAX,ORD,UA,5,16,0.0
BOS,DFW,AA,1,7,0.0
PHX,DFW,AA,5,7,4.0
ATL,PHX,DL,4,8,0.0
DFW,LAS,AA,7,7,0.0
SFO,PHX,WN,1,13,0.0
LAX,DEN,WN,6,9,0.0
ATL,DFW,DL,3,16,0.0
ORD,PHX,US,6,6,0.0
ATL,LAX,DL,4,21,0.0
ATL,PHX,WN,6,8,0.0
PHX,DEN,AA,4,19,0.0
PHX,ORD,US,3,18,0.0
DEN,DFW,F9,7,16,0.0
ATL,DEN,DL,2,10,0.0
ORD,ATL,EV,6,13,0.0
DFW,ORD,AA,3,15,0.0
ORD,BOS,AA,7,8,0.0
DEN,PHX,US,4,18,0.0
SFO,LAX,WN,2,17,0.0
SFO,ORD,UA,2,9,0.0
BOS,SFO,UA,5,7,0.0
SFO,DEN,WN,2,13,0.0
LAX,SFO,AA,3,6,0.0
SFO,ORD,UA,3,23,0.0
ATL,LAX,WN,3,21,0.0
DEN,ORD,UA,7,15,4.0
PHX,SFO,UA,7,7,0.0
ATL,LAX,DL,6,21,0.0
DFW,LAX,AA,5,18,0.0
LAS,ATL,DL,4,12,3.0
PHX,LAS,US,1,16,3.0
PHX,DEN,WN,3,12,0.0
LAX,DFW,AA,2,0,2.0
DFW,IAH,OO,3,15,0.0
LAX,IAH,UA,2,0,0.0
SFO,ATL,UA,3,22,0.0
ATL,LAS,DL,7,13,0.0
ATL,DFW,AA,2,7,0.0
IAH,LAS,UA,1,18,0.0
DFW,LAX,AA,6,13,0.0
SFO,PHX,UA,5,11,3.0
PHX,ORD,UA,7,6,0.0
ORD,LAX,AA,1,20,0.0
LAX,ATL,DL,7,23,0.0
DEN,SFO,UA,4,18,0.0
LAS,SFO,WN,7,19,0.0
SFO,LAX,WN,4,18,1.0
LAS,DEN,WN,2,9,0.0
LAX,DFW,AA,1,6,0.0
BOS,DFW,B6,6,7,0.0
DFW,LAS,AA,1,15,0.0
ATL,BOS,DL,5,16,0.0
LAS,PHX,WN,2,5,0.0
PHX,LAS,US,2,21,3.0
ORD,LAX,AA,7,9,0.0
SFO,PHX,UA,3,19,0.0
DFW,BOS,AA,7,20,0.0
DEN,BOS,WN,1,18,0.0
IAH,BOS,UA,6,17,0.0
IAH,ATL,DL,1,7,0.0
PHX,DEN,OO,1,13,0.0
IAH,ORD,AA,1,10,0.0
SFO,PHX,US,7,9,0.0
DEN,ORD,UA,5,6,0.0
DEN,ATL,DL,7,12,3.0
IAH,DFW,OO,3,14,0.0
ATL,BOS,WN,5,8,0.0
ATL,IAH,EV,3,15,0.0
PHX,ORD,US,4,19,0.0
SFO,LAX,UA,4,22,0.0
DFW,ATL,DL,3,9,0.0
PHX,LAS,AA,5,10,0.0
SFO,ORD,UA,3,6,0.0
DFW,DEN,AA,7,11,0.0
LAX,IAH,UA,7,11,1.0
LAX,LAS,WN,5,9,0.0
DEN,ORD,AA,5,7,0.0
BOS,ORD,UA,1,9,0.0
IAH,DEN,F9,3,11,0.0
ATL,LAS,DL,1,16,0.0
LAS,LAX,AA,6,19,0.0
DEN,LAS,WN,6,14,0.0
SFO,DFW,AA,1,14,0.0
SFO,BOS,B6,6,7,0.0
BOS,ATL,DL,1,13,0.0
DEN,LAX,UA,1,17,0.0
PHX,ATL,DL,6,12,0.0
IAH,PHX,US,6,18,0.0
DEN,LAS,UA,3,11,0.0
ORD,BOS,AA,1,18,0.0
ATL,BOS,EV,7,20,0.0
DEN,SFO,UA,7,14,0.0
DFW,DEN,AA,1,17,0.0
PHX,ORD,UA,3,12,0.0
ORD,BOS,B6,5,10,0.0
ORD,SFO,UA,5,9,0.0
DEN,ORD,AA,1,6,0.0
LAS,ATL,DL,1,22,0.0
BOS,DFW,B6,1,14,0.0
ORD,LAS,AA,6,21,4.0
LAX,ORD,AA,6,15,0.0
LAS,PHX,US,4,20,0.0
ATL,LAX,DL,6,21,0.0
LAS,ORD,UA,6,11,0.0
ORD,LAS,F9,6,21,0.0
SFO,LAX,UA,3,8,0.0
SFO,DEN,UA,5,20,0.0
DFW,LAX,AA,4,21,0.0
DEN,LAS,UA,2,8,0.0
DFW,LAX,AA,5,21,2.0
DEN,LAX,WN,1,14,0.0
PHX,DFW,AA,1,15,3.0
PHX,IAH,UA,4,7,0.0
SFO,LAX,WN,6,14,3.0
ORD,DFW,AA,1,6,0.0
IAH,ORD,UA,2,8,0.0
ORD,LAX,UA,1,15,0.0
ORD,DFW,AA,6,7,0.0
ORD,ATL,DL,3,8,0.0
DEN,PHX,WN,7,20,0.0
SFO,ORD,UA,6,14,0.0
SFO,ATL,WN,1,9,0.0
ATL,ORD,DL,4,9,0.0
ORD,DEN,UA,1,17,0.0
BOS,ATL,WN,1,15,0.0
DFW,LAS,AA,7,17,0.0
ORD,ATL,DL,5,6,3.0
ATL,DEN,F9,7,8,0.0
LAX,LAS,AA,7,13,0.0
DEN,PHX,US,4,14,0.0
ATL,DFW,AA,6,8,0.0
DEN,IAH,UA,5,8,0.0
DEN,PHX,OO,3,16,0.0
LAS,DFW,AA,6,16,0.0
LAX,IAH,UA,1,14,0.0
SFO,DFW,AA,1,6,0.0
LAS,LAX,AA,7,16,1.0
DEN,DFW,F9,4,6,0.0
LAX,DFW,AA,7,7,0.0
BOS,ATL,DL,5,16,0.0
ATL,LAX,DL,3,13,0.0
ATL,SFO,DL,1,16,0.0
DFW,LAX,AA,5,19,2.0
SFO,DFW,AA,2,0,0.0
SFO,LAS,WN,7,18,0.0
DEN,DFW,F9,1,11,0.0
DEN,ORD,UA,4,14,0.0
IAH,DFW,AA,7,16,0.0
DFW,LAS,AA,1,13,0.0
ATL,LAS,WN,7,10,0.0
LAX,SFO,UA,5,16,0.0
LAX,ORD,AA,7,5,0.0
SFO,LAX,UA,3,9,0.0
IAH,LAX,UA,6,7,0.0
LAX,BOS,B6,4,7,0.0
DFW,ATL,DL,2,19,0.0
ORD,ATL,DL,1,19,0.0
ATL,LAX,DL,3,8,0.0
SFO,LAX,AA,6,15,0.0
LAX,LAS,WN,5,7,0.0
DFW,PHX,US,7,18,0.0
LAX,ORD,UA,3,21,0.0
ORD,ATL,DL,5,8,0.0
LAS,DFW,AA,5,9,0.0
DEN,IAH,UA,7,9,0.0
ATL,IAH,EV,7,7,0.0
IAH,PHX,US,3,18,1.0
PHX,DEN,OO,4,13,0.0
LAS,PHX,WN,3,10,0.0
LAX,ATL,DL,4,16,0.0
BOS,ORD,AA,4,12,0.0
PHX,LAX,US,5,18,0.0
IAH,PHX,US,3,8,0.0
DFW,IAH,AA,3,9,0.0
ORD,IAH,UA,1,11,0.0
DEN,ATL,DL,3,11,0.0
LAX,ATL,DL,6,16,0.0
LAX,PHX,US,5,10,2.0
SFO,DEN,WN,2,20,0.0
DEN,PHX,WN,3,9,0.0
LAX,ORD,UA,2,14,0.0
DFW,PHX,AA,3,8,0.0
DFW,ATL,DL,5,19,0.0
IAH,DFW,AA,1,16,0.0
IAH,PHX,US,6,18,0.0
ATL,LAX,DL,3,15,0.0
DFW,BOS,AA,4,10,0.0
DFW,ATL,DL,1,8,0.0
ORD,SFO,AA,7,10,0.0
DFW,DEN,UA,6,17,0.0
LAX,SFO,AA,5,17,1.0
DFW,ATL,DL,7,9,0.0
LAX,SFO,UA,4,9,0.0
ORD,IAH,UA,6,7,0.0
IAH,LAS,UA,6,18,0.0
BOS,LAX,AA,7,12,0.0
SFO,ATL,UA,5,22,0.0
LAX,ORD,AA,6,13,0.0
ORD,ATL,DL,7,9,0.0
LAX,PHX,WN,2,6,0.0
BOS,ATL,WN,3,5,0.0
IAH,DEN,UA,6,17,0.0
DEN,IAH,UA,3,14,3.0
DFW,SFO,AA,6,16,0.0
LAS,DEN,WN,1,12,0.0
ATL,DFW,AA,5,16,0.0
BOS,PHX,US,6,16,0.0
PHX,DFW,AA,4,12,0.0
PHX,LAS,WN,2,14,0.0
LAX,SFO,UA,1,6,0.0
LAX,BOS,AA,5,21,0.0
PHX,ATL,US,1,12,0.0
LAX,DEN,F9,5,15,4.0
LAX,LAS,OO,1,20,2.0
ATL,SFO,DL,7,11,0.0
DFW,IAH,AA,1,13,0.0
PHX,SFO,OO,1,11,0.0
LAS,DFW,AA,2,15,0.0
DFW,LAS,AA,6,12,0.0
DFW,ATL,DL,4,17,0.0
SFO,DEN,WN,5,6,0.0
LAX,SFO,WN,5,9,0.0
LAX,DFW,AA,4,17,0.0
BOS,ORD,AA,3,9,3.0
ORD,ATL,DL,3,8,0.0
ATL,SFO,UA,1,7,0.0
PHX,SFO,AA,2,14,0.0
PHX,ORD,AA,5,0,0.0
ATL,DEN,DL,1,21,0.0
ORD,BOS,OO,1,12,0.0
LAX,ORD,UA,2,22,0.0
DFW,DEN,UA,3,12,0.0
IAH,ATL,DL,4,7,0.0
DEN,DFW,EV,4,7,0.0
IAH,DEN,F9,4,12,0.0
DEN,DFW,UA,6,17,0.0
SFO,LAS,UA,7,14,0.0
SFO,DEN,UA,1,19,0.0
ATL,SFO,DL,4,19,0.0
